mouse_symbol,human_symbol,source,confidence
NUDT16L2,NUDT16,HCOP,4
NXF7,NXF2,HCOP,4
OAS1C,OAS1,HCOP,4
OAS1E,OAS1,HCOP,4
OR10A3N,OR10A3,HCOP,4
OR10A48,OR10A3,HCOP,4
OR10A49,OR10A6,HCOP,4
OR10AD1B,OR10AD1,HCOP,4
OR10AG56,OR10AG1,HCOP,4
OR10W3,OR10W1,HCOP,4
OR11G1,OR11G2,HCOP,4
OR11G26,OR11G2,HCOP,4
OR1E16,OR1E1,HCOP,4
OR1E17,OR1E1,HCOP,4
OR1E19,OR1E2,HCOP,4
OR1E23,OR1E1,HCOP,4
OR1E25,OR1E1,HCOP,4
OR1E33,OR1E1,HCOP,4
OR1E34,OR1E1,HCOP,4
OR1E35,OR1E1,HCOP,4
OR2A51,OR2A1,HCOP,4
OR2AG12,OR2AG1,HCOP,4
OR2AG16,OR2AG1,HCOP,4
OR2AG17,OR2AG1,HCOP,4
OR2AG19,OR2AG1,HCOP,4
OR2AG20,OR2AG1,HCOP,4
OR2AT1,OR2AT4,HCOP,4
OR2M13,OR2M5,HCOP,4
OR2Y1B,OR2Y1,HCOP,4
OR2Y1E,OR2Y1,HCOP,4
OR2Z9,OR2Z1,HCOP,4
OR3A1D,OR3A1,HCOP,4
OR4A74,OR4A16,HCOP,4
OR4A76,OR4A16,HCOP,4
OR4A79,OR4A16,HCOP,4
OR4B12,OR4B1,HCOP,4
OR4B13,OR4B1,HCOP,4
OR4C104,OR4C16,HCOP,4
OR4C105,OR4C13,HCOP,4
OR4C106,OR4C13,HCOP,4
OR4C117,OR4C15,HCOP,4
OR4C126,OR4C45,HCOP,4
OR4C127,OR4C45,HCOP,4
OR4X13,OR4X2,HCOP,4
OR4X15,OR4X2,HCOP,4
OR52E3,OR52E2,HCOP,4
OR52N2B,OR52N2,HCOP,4
OR52Z1,OR52Z1P,HCOP,4
OR5A21,OR5A2,HCOP,4
OR5AL1,OR5AL1,HCOP,4
OR5B101,OR5B3,HCOP,4
OR5B102,OR5B3,HCOP,4
OR5B104,OR5B3,HCOP,4
OR5B106,OR5B3,HCOP,4
OR5B107,OR5B3,HCOP,4
OR5B108,OR5B3,HCOP,4
OR5B112,OR5B3,HCOP,4
OR5B96,OR5B3,HCOP,4
OR5B97,OR5B3,HCOP,4
OR5D47,OR5D18,HCOP,4
OR5P60,OR5P2,HCOP,4
OR5P62,OR5P2,HCOP,4
OR5P63,OR5P2,HCOP,4
OR5P67,OR5P2,HCOP,4
OR5P68,OR5P2,HCOP,4
OR5P72,OR5P2,HCOP,4
OR5T16,OR5T2,HCOP,4
OR5T18,OR5T2,HCOP,4
OR5W11,OR5W2,HCOP,4
OR5W13,OR5W2,HCOP,4
OR5W14,OR5W2,HCOP,4
OR6K4,OR6K3,HCOP,4
OR7A35,OR7A17,HCOP,4
OR7G18,OR7G2,HCOP,4
OR7G21,OR7G2,HCOP,4
OR7G31,OR7G1,HCOP,4
OR8B3B,OR8B2,HCOP,4
OR8G20,OR8G5,HCOP,4
OR8G21,OR8G1,HCOP,4
OR8G23,OR8G5,HCOP,4
OR8H6,OR8H1,HCOP,4
OR8J3B,OR8J1,HCOP,4
OR8J3C,OR8J1,HCOP,4
OR8K22,OR8K3,HCOP,4
OR8K24,OR8K3,HCOP,4
OR8K25,OR8K3,HCOP,4
OR8K30,OR8K3,HCOP,4
OR8K32,OR8K3,HCOP,4
OR8K38,OR8K3,HCOP,4
OR8K40,OR8K3,HCOP,4
OR8W1,OR5W2,HCOP,4
OR9A7,OR9A1P,HCOP,4
OR9G4B,OR9G4,HCOP,4
PABPC6,PABPC1,HCOP,4
PGA5,PGA5,HCOP,4
PIGBOS1,PIGBOS1,HCOP,4
PILRB1,PILRA,HCOP,4
PLSCR1L1,PLSCR1,HCOP,4
PNMA8C,PNMA8C,HCOP,4
PPIHL,PPIH,HCOP,4
PRAMEL1,PRAMEF1,HCOP,4
PRAMEL48,PRAMEF10,HCOP,4
PRL2A1,PRL,HCOP,4
PRL2B1,PRL,HCOP,4
PRL2C1,PRL,HCOP,4
PRL2C5,PRL,HCOP,4
PRL3C1,PRL,HCOP,4
PRL4A1,PRL,HCOP,4
PRL5A1,PRL,HCOP,4
PRL6A1,PRL,HCOP,4
PRL7A1,PRL,HCOP,4
PRL7A2,PRL,HCOP,4
PRL7B1,PRL,HCOP,4
PRL7C1,PRL,HCOP,4
PRL7D1,PRL,HCOP,4
PRL8A1,PRL,HCOP,4
PRL8A2,PRL,HCOP,4
PRL8A6,PRL,HCOP,4
PRL8A9,PRL,HCOP,4
PRN,PRND,HCOP,4
PRORSD1,PRORSD1P,HCOP,4
PRR33,PRR33,HCOP,4
PRSS29,PRSS29P,HCOP,4
PRSS51,PRSS51,HCOP,4
RAET1D,RAET1E,HCOP,4
RAMACL,RAMAC,HCOP,4
RBM8A2,RBM8A,HCOP,4
RBMXL1,RBMXL1,HCOP,4
RHOX13,RHOXF1,HCOP,4
RNF227,RNF227,HCOP,4
RNF7L,RNF7,HCOP,4
RPL11,RPL11,HCOP,4
RPL35RT,RPL35,HCOP,4
SEC1,FUT2,HCOP,4
SEMP2L1,SENP2,HCOP,4
SERPINB6E,SERPINB6,HCOP,4
SIGLECF,SIGLEC5,HCOP,4
SIGLECH,CD33,HCOP,4
SLC22A20,SLC22A20P,HCOP,4
SLC26A10,SLC26A10P,HCOP,4
SMIM31,SMIM31,HCOP,4
SMIM35,SMIM35,HCOP,4
SMIM38,SMIM38,HCOP,4
SMIM40,SMIM40,HCOP,4
SMIM41,SMIM41,HCOP,4
SMR3A,SMR3A,HCOP,4
SPATA31D1C,SPATA31D1,HCOP,4
SPIN2C,SPIN2A,HCOP,4
SPIN2E,SPIN2A,HCOP,4
SPIN2J,SPIN2A,HCOP,4
SSPO,SSPOP,HCOP,4
SSXA1,SSX3,HCOP,4
SSXB13,SSX1,HCOP,4
SSXB14,SSX1,HCOP,4
SSXB15,SSX1,HCOP,4
SSXB16,SSX1,HCOP,4
SSXB9,SSX1,HCOP,4
STYX-PS,STYX,HCOP,4
TAAR3,TAAR3P,HCOP,4
TAF7L2,TAF7L,HCOP,4
TCAF3,TCAF2,HCOP,4
TDPOZ5,SPOP,HCOP,4
TDPOZ9,SPOP,HCOP,4
TESL1,TES,HCOP,4
TEX13D,TEX13D,HCOP,4
TEX51,TEX51,HCOP,4
TEX54,TEX54,HCOP,4
TEX56,TEX56P,HCOP,4
TGIF2LX2,TGIF2LX,HCOP,4
TIMD6,HAVCR1,HCOP,4
TIMM8A2,TIMM8A,HCOP,4
TMEM45A2,TMEM45A,HCOP,4
TNFSFM13,TNFSF12-TNFSF13,HCOP,4
TPSAB1,TPSAB1,HCOP,4
TRAV1,TRAV1-1,HCOP,4
TRAV10,TRAV13-2,HCOP,4
TRAV10N,TRAV13-2,HCOP,4
TRAV11,TRAV10,HCOP,4
TRAV13-1,TRAV22,HCOP,4
TRAV13-2,TRAV22,HCOP,4
TRAV13-5,TRAV22,HCOP,4
TRAV13D-1,TRAV22,HCOP,4
TRAV13D-4,TRAV22,HCOP,4
TRAV13N-2,TRAV22,HCOP,4
TRAV13N-3,TRAV22,HCOP,4
TRAV13N-4,TRAV22,HCOP,4
TRAV14-2,TRAV23DV6,HCOP,4
TRAV14-3,TRAV23DV6,HCOP,4
TRAV14D-3-DV8,TRAV23DV6,HCOP,4
TRAV14N-1,TRAV23DV6,HCOP,4
TRAV14N-2,TRAV23DV6,HCOP,4
TRAV16,TRAV19,HCOP,4
TRAV16D-DV11,TRAV19,HCOP,4
TRAV16N,TRAV19,HCOP,4
TRAV18,TRAV27,HCOP,4
TRAV19,TRAV29DV5,HCOP,4
TRAV2,TRAV4,HCOP,4
TRAV3-1,TRAV5,HCOP,4
TRAV3-4,TRAV5,HCOP,4
TRAV3D-3,TRAV5,HCOP,4
TRAV5-1,TRAV13-2,HCOP,4
TRAV5-4,TRAV13-2,HCOP,4
TRAV6N-5,TRAV9-1,HCOP,4
TRAV7-3,TRAV12-1,HCOP,4
TRAV7-6,TRAV12-1,HCOP,4
TRAV7D-4,TRAV12-1,HCOP,4
TRAV7N-4,TRAV12-1,HCOP,4
TRAV8-1,TRAV17,HCOP,4
TRAV8D-1,TRAV17,HCOP,4
TRAV8D-2,TRAV17,HCOP,4
TRAV8N-2,TRAV17,HCOP,4
TRBV13-2,TRBV10-1,HCOP,4
TRBV13-3,TRBV10-1,HCOP,4
TRBV14,TRBV11-1,HCOP,4
TRBV19,TRBV19,HCOP,4
TRBV29,TRBV28,HCOP,4
TRBV3,TRBV2,HCOP,4
TRBV31,TRBV30,HCOP,4
TRDV1,TRAV34,HCOP,4
TRDV2-2,TRAV38-1,HCOP,4
TRDV5,TRDV3,HCOP,4
TRGC1,TRGC2,HCOP,4
TRGC2,TRGC2,HCOP,4
TRGC3,TRGC2,HCOP,4
TRGV7,TRGV2,HCOP,4
TRIM30A,TRIM5,HCOP,4
TRIM30C,TRIM5,HCOP,4
TRIM30D,TRIM5,HCOP,4
TTC41,TTC41P,HCOP,4
TTC6,TTC6,HCOP,4
TUBA3B,TUBA3E,HCOP,4
TUG1,TUG1,HCOP,4
UBA1Y,UBA1,HCOP,4
UBE2Q2L,UBE2Q2,HCOP,4
USP17LC,USP17L11,HCOP,4
VMN1R235,VN1R4,HCOP,4
XLR5A,FAM9B,HCOP,4
XLR5C,FAM9B,HCOP,4
ZFP109,ZNF235,HCOP,4
ZFP560,ZNF560,HCOP,4
ZFP582,ZNF582,HCOP,4
ZFP593OS,ZNF593OS,HCOP,4
ZFP626,ZNF780A,HCOP,4
ZFP738,ZNF43,HCOP,4
ZFP790,ZNF790,HCOP,4
ZFP799,ZNF799,HCOP,4
ZFP93,ZNF235,HCOP,4
ZFP974,ZNF780A,HCOP,4
ZP3R,C4BPA,HCOP,4
ZRSR2-PS1,ZRSR2,HCOP,4
1700013H16RIK,SYCP3,HCOP,3
3830403N18RIK,SYCP3,HCOP,3
4930522L14RIK,ZNF14,HCOP,3
4933416I08RIK,CT55,HCOP,3
9130019O22RIK,ZNF764,HCOP,3
AHSP,AHSP,HCOP,3
AI854703,LOC728743,HCOP,3
AKR1C12,AKR1C3,HCOP,3
AKR1C21,AKR1C1,HCOP,3
AMY2A1,AMY1B,HCOP,3
ANAPC15-PS,ANAPC15,HCOP,3
ANG5,ANG,HCOP,3
ANG6,ANG,HCOP,3
ANXA2R2,ANXA2R,HCOP,3
AY761185,DEFA1,HCOP,3
B020011L13RIK,ZNF813,HCOP,3
BTG1B,BTG1,HCOP,3
CAPZA1B,CAPZA1,HCOP,3
CBR1B,CBR1,HCOP,3
CCDC163,CCDC163,HCOP,3
CCDC201,CCDC201,HCOP,3
CD209F,CLEC4M,HCOP,3
CD209G,CLEC4M,HCOP,3
CD300LD2,CD300LF,HCOP,3
CDC5LRT1,CDC5L,HCOP,3
CDC5LRT8,CDC5L,HCOP,3
CDC5LRT9,CDC5L,HCOP,3
CDKN2A,CDKN2A,HCOP,3
CEACAM10,CEACAM4,HCOP,3
CEACAM11,CEACAM21,HCOP,3
CEACAM12,CEACAM21,HCOP,3
CEACAM13,CEACAM21,HCOP,3
CEACAM14,CEACAM21,HCOP,3
CFHR2,CFH,HCOP,3
CHMP1B2,CHMP1B,HCOP,3
CLDN13,CLDN4,HCOP,3
CLEC4B1,CLEC4A,HCOP,3
CLEC4B2,CLEC4A,HCOP,3
CPHX1,CPHXL,HCOP,3
CRYGF,CRYGD,HCOP,3
CT55,CT55,HCOP,3
CYP2C29,CYP2C18,HCOP,3
CYP2C39,CYP2C18,HCOP,3
CYP2C54,CYP2C18,HCOP,3
CYP2C69,CYP2C19,HCOP,3
CYP2D40,CYP2D6,HCOP,3
CYP2J7,CYP2J2,HCOP,3
CYP4F17,CYP4F3,HCOP,3
CYP4F37,CYP4F3,HCOP,3
DCPP1,ZG16B,HCOP,3
DCPP2,ZG16B,HCOP,3
DCPP3,ZG16B,HCOP,3
DEFA2,DEFA1,HCOP,3
DEFA20,DEFA1,HCOP,3
DEFA25,DEFA1,HCOP,3
DEFA26,DEFA1,HCOP,3
DEFA27,DEFA1,HCOP,3
DEFA29,DEFA1,HCOP,3
DEFA3,DEFA1,HCOP,3
DEFA30,DEFA1,HCOP,3
DEFA33,DEFA1B,HCOP,3
DEFA35,DEFA1,HCOP,3
DEFA37,DEFA1,HCOP,3
DEFA38,DEFA1,HCOP,3
DEFA40,DEFA1,HCOP,3
DEFA41,DEFA1,HCOP,3
DEFA42,DEFA1,HCOP,3
DEFB35,DEFB105A,HCOP,3
DEFB8,DEFB4A,HCOP,3
DMRTC1B,DMRTC1B,HCOP,3
DMTF1L,DMTF1,HCOP,3
DNAAF8,DNAAF8,HCOP,3
DUSP13A,DUSP13A,HCOP,3
DYNAP,DYNAP,HCOP,3
EIF1AD11,EIF1AX,HCOP,3
EIF1AD14,EIF1AX,HCOP,3
EIF1AD17,EIF1AX,HCOP,3
EIF1AD4,EIF1AX,HCOP,3
EIF4A3L2,EIF4A3,HCOP,3
EXOC1L,EXOC1L,HCOP,3
EZHIP,EZHIP,HCOP,3
FAIML,FAIM,HCOP,3
FAM246A,FAM246A,HCOP,3
FBXW27,FBXW12,HCOP,3
FCNA,FCN1,HCOP,3
FMO6,FMO6P,HCOP,3
FPR-RS4,FPR2,HCOP,3
FPR-RS6,FPR2,HCOP,3
FPR-RS7,FPR2,HCOP,3
FTHL17C,FTHL17,HCOP,3
FTL1-PS1,FTL,HCOP,3
FUNDC2B,FUNDC2,HCOP,3
GAPDHRT2,GAPDH,HCOP,3
GM10230,SYCP3,HCOP,3
GM10318,KRTAP10-11,HCOP,3
GM10488,SYCP3,HCOP,3
GM1123,CXADR,HCOP,3
GM1140,FAM9B,HCOP,3
GM11554,KRTAP4-9,HCOP,3
GM11555,KRTAP4-7,HCOP,3
GM11559,KRTAP9-2,HCOP,3
GM11563,KRTAP4-7,HCOP,3
GM11567,KRTAP9-2,HCOP,3
GM11568,KRTAP9-2,HCOP,3
GM11569,KRTAP4-9,HCOP,3
GM11937,KRTAP2-3,HCOP,3
GM11938,KRTAP2-3,HCOP,3
GM13539,LOC102723971,HCOP,3
GM14525,SYCP3,HCOP,3
GM18596,KRTAP10-11,HCOP,3
GM1993,SYCP3,HCOP,3
GM2012,SYCP3,HCOP,3
GM2030,SYCP3,HCOP,3
GM2042,PRAMEF1,HCOP,3
GM20431,PEDS1-UBE2V1,HCOP,3
GM20683,RHOT2,HCOP,3
GM20730,IGKV2-30,HCOP,3
GM20736,SYCP3,HCOP,3
GM20843,SYCP3,HCOP,3
GM21985,SLC12A6,HCOP,3
GM21988,RNASEK,HCOP,3
GM27029,PTGES3L-AARSD1,HCOP,3
GM27179,ERVFRD-1,HCOP,3
GM28040,GOLT1A,HCOP,3
GM28635,CTNND1,HCOP,3
GM29609,GTF3C2,HCOP,3
GM3285,KRTAP10-11,HCOP,3
GM3443,C9ORF57,HCOP,3
GM37013,PCDHA4,HCOP,3
GM38393,SNURF,HCOP,3
GM3858,CXORF49,HCOP,3
GM42742,PAGR1,HCOP,3
GM4297,SYCP3,HCOP,3
GM43302,GBP6,HCOP,3
GM45753,KLKB1,HCOP,3
GM49403,LBHD1,HCOP,3
GM49425,KRT85,HCOP,3
GM50092,SRRM5,HCOP,3
GM5150,-,HCOP,3
GM5168,SYCP3,HCOP,3
GM5169,SYCP3,HCOP,3
GM52993,C19ORF84,HCOP,3
GM5485,C3ORF85,HCOP,3
GM5934,SYCP3,HCOP,3
GM5935,SYCP3,HCOP,3
GM6121,SYCP3,HCOP,3
GM6569,C8ORF90,HCOP,3
GM7298,PZP,HCOP,3
GM9508,KRTAP10-11,HCOP,3
GM9639,KRTAP10-11,HCOP,3
GM9736,KRTAP10-11,HCOP,3
GM9789,KRTAP20-1,HCOP,3
GSTM1,GSTM1,HCOP,3
GSTM3,GSTM1,HCOP,3
GSTP3,GSTP1,HCOP,3
GZMD,GZMH,HCOP,3
GZMF,GZMH,HCOP,3
GZMG,GZMH,HCOP,3
H2-K1,HLA-A,HCOP,3
H2-M2,HLA-B,HCOP,3
H2-Q6,HLA-A,HCOP,3
H2-T22,HLA-F,HCOP,3
H2-T26,HLA-A,HCOP,3
H2-T3,HLA-F,HCOP,3
H2AC10,H2AC8,HCOP,3
H2AC12,H2AC8,HCOP,3
H2AC7,H2AC8,HCOP,3
H2AL1B,H2AL3,HCOP,3
H2AL1E,H2AL3,HCOP,3
H2AL1J,H2AL3,HCOP,3
H2AL1K,H2AL3,HCOP,3
H2AL1M,H2AL3,HCOP,3
H2AL1N,H2AL3,HCOP,3
H2AL1O,H2AL3,HCOP,3
H2AL2A,H2AL3,HCOP,3
H2BC11,H2BC13,HCOP,3
H2BC12,H2BC13,HCOP,3
H2BC27,H2BC26,HCOP,3
H2BC3,H2BC3,HCOP,3
H2BC4,H2BC10,HCOP,3
H2BC6,H2BC4,HCOP,3
H2BC8,H2BC10,HCOP,3
H3C10,H3C6,HCOP,3
H3C11,H3C10,HCOP,3
H3C13,H3C13,HCOP,3
H3C15,H3C14,HCOP,3
H3C2,H3C13,HCOP,3
H3C3,H3C13,HCOP,3
H3C4,H3C14,HCOP,3
H3C6,H3C13,HCOP,3
H3C7,H3C13,HCOP,3
H3C8,H3C1,HCOP,3
H3F4,H3-4,HCOP,3
H4C1,H4C15,HCOP,3
H4C11,H4C12,HCOP,3
H4C12,H4C8,HCOP,3
H4C14,H4C16,HCOP,3
H4C17,H4C1,HCOP,3
H4C18,H4C13,HCOP,3
H4C2,H4C14,HCOP,3
H4C3,H4C3,HCOP,3
H4C4,H4C1,HCOP,3
H4C6,H4C11,HCOP,3
H4C8,H4C9,HCOP,3
H4C9,H4C16,HCOP,3
HSPE1-RS1,HSPE1,HCOP,3
IFI206,IFI16,HCOP,3
IFI208,IFI16,HCOP,3
IFI209,IFI16,HCOP,3
IFI214,IFI16,HCOP,3
IFI27,IFI27,HCOP,3
IFI27L2B,IFI27,HCOP,3
IGBP1B,IGBP1,HCOP,3
IGHG1,IGHG1,HCOP,3
IGHG2B,IGHG1,HCOP,3
IGHG2C,IGHG1,HCOP,3
IGHG3,IGHG1,HCOP,3
IGHV1-11,IGHV1-24,HCOP,3
IGHV1-12,IGHV1-24,HCOP,3
IGHV1-18,IGHV1-24,HCOP,3
IGHV1-20,IGHV1-24,HCOP,3
IGHV1-37,IGHV1-24,HCOP,3
IGHV1-43,IGHV1-24,HCOP,3
IGHV1-56,IGHV1-24,HCOP,3
IGHV1-62-2,IGHV1-24,HCOP,3
IGHV1-76,IGHV1-24,HCOP,3
IGHV1-77,IGHV1-24,HCOP,3
IGHV1-78,IGHV1-24,HCOP,3
IGHV1-82,IGHV1-24,HCOP,3
IGHV10-3,IGHV3-73,HCOP,3
IGHV11-1,IGHV3-74,HCOP,3
IGHV11-2,IGHV3-74,HCOP,3
IGHV12-3,-,HCOP,3
IGHV14-4,IGHV1-24,HCOP,3
IGHV15-2,IGHV1-24,HCOP,3
IGHV3-3,-,HCOP,3
IGHV3-8,-,HCOP,3
IGHV6-3,IGHV3-72,HCOP,3
IGHV6-6,IGHV3-72,HCOP,3
IGHV8-11,IGHV2-26,HCOP,3
IGHV8-12,IGHV2-26,HCOP,3
IGHV8-13,IGHV2-26,HCOP,3
IGHV8-2,IGHV2-26,HCOP,3
IGHV8-4,IGHV2-26,HCOP,3
IGHV8-5,IGHV2-26,HCOP,3
IGHV8-6,IGHV2-26,HCOP,3
IGHV8-8,IGHV2-26,HCOP,3
IGHV8-9,IGHV2-26,HCOP,3
IGHV9-1,IGHV7-4-1,HCOP,3
IGHV9-2,IGHV7-4-1,HCOP,3
IGHV9-3,IGHV7-4-1,HCOP,3
IGHV9-4,IGHV7-4-1,HCOP,3
IGKV1-131,IGKV2-30,HCOP,3
IGKV1-132,IGKV2-30,HCOP,3
IGKV1-133,IGKV2-30,HCOP,3
IGKV1-135,IGKV2-30,HCOP,3
IGKV1-35,IGKV2-30,HCOP,3
IGKV1-88,IGKV2-28,HCOP,3
IGKV11-125,IGKV1-33,HCOP,3
IGKV13-84,IGKV1-5,HCOP,3
IGKV13-85,IGKV1-5,HCOP,3
IGKV14-111,IGKV1-16,HCOP,3
IGKV14-126,IGKV1-16,HCOP,3
IGKV2-109,IGKV2D-29,HCOP,3
IGKV2-137,IGKV2-30,HCOP,3
IGKV7-33,IGKV4-1,HCOP,3
IGKV8-16,IGKV4-1,HCOP,3
IGKV8-18,IGKV4-1,HCOP,3
IGKV8-19,IGKV4-1,HCOP,3
IGKV8-24,IGKV4-1,HCOP,3
IGKV8-26,IGKV4-1,HCOP,3
IGKV9-120,IGKV1-27,HCOP,3
IGLC1,IGLC1,HCOP,3
IGLC2,IGLC1,HCOP,3
IGLC3,IGLC1,HCOP,3
IL4I1,IL4I1,HCOP,3
IQSCHFP,IQCJ-SCHIP1,HCOP,3
ITIH6,ITIH6,HCOP,3
KRTAP10-10,KRTAP10-11,HCOP,3
KRTAP10-4,KRTAP10-11,HCOP,3
KRTAP4-13,KRTAP4-3,HCOP,3
KRTAP4-7,KRTAP4-12,HCOP,3
KRTAP5-4,KRTAP5-2,HCOP,3
KRTAP9-1,KRTAP9-2,HCOP,3
LCE3D,LCE3E,HCOP,3
LCN15,LCN15,HCOP,3
LHB,-,HCOP,3
LILRB4A,LILRB4,HCOP,3
LOC122152371,TSC22D4,HCOP,3
LYPD10,CD177,HCOP,3
LYPD11,CD177,HCOP,3
MAGEA1,MAGEA10,HCOP,3
MAGEA13,MAGEA13P,HCOP,3
MAGEB1,MAGEB6,HCOP,3
MAGEB11,MAGEB5,HCOP,3
MAGEB3,MAGEB6,HCOP,3
MAGEB6B1,MAGEB6,HCOP,3
MAPK1IP1,MAPK1IP1L,HCOP,3
MARCOL,MARCOL,HCOP,3
METHIG1,TMT1A,HCOP,3
MGAM2-PS,MGAM2,HCOP,3
MMGT2,MMGT1,HCOP,3
MSANTD7,MSANTD7,HCOP,3
MUC21,MUC21,HCOP,3
NAT8F6,NAT8,HCOP,3
NFILZ,NFILZ,HCOP,3
NME1NME2,NME1-NME2,HCOP,3
NUP50L,NUP50,HCOP,3
NXF2,NXF2,HCOP,3
OAS1B,OAS1,HCOP,3
OFCC1,OFCC1,HCOP,3
OOG2,PRAMEF1,HCOP,3
OR10D4C,OR10D4P,HCOP,3
OR10J2,OR10J1,HCOP,3
OR11G25,OR11G2,HCOP,3
OR11G7,OR11G2,HCOP,3
OR1E21,OR1E1,HCOP,3
OR1E22,OR1E1,HCOP,3
OR1E26,OR1E1,HCOP,3
OR1E30,OR1E1,HCOP,3
OR1P1,OR1P1,HCOP,3
OR2A20,OR2A42,HCOP,3
OR2A57,OR2A42,HCOP,3
OR2AG13,OR2AG1,HCOP,3
OR2AG15,OR2AG1,HCOP,3
OR2M12,OR2M3,HCOP,3
OR2W6,OR2W6P,HCOP,3
OR2Y1F,OR2Y1,HCOP,3
OR2Z8,OR2Z1,HCOP,3
OR3A4,OR3A4P,HCOP,3
OR4A72,OR4A16,HCOP,3
OR4A75,OR4A16,HCOP,3
OR4A78,OR4A16,HCOP,3
OR4C107,OR4C15,HCOP,3
OR4C108,OR4C15,HCOP,3
OR4C110,OR4C15,HCOP,3
OR4C111,OR4C15,HCOP,3
OR4C112,OR4C15,HCOP,3
OR4C114,OR4C15,HCOP,3
OR4C115,OR4C15,HCOP,3
OR4C121,OR4C15,HCOP,3
OR4F14B,OR4F15,HCOP,3
OR4F4-PS1,OR4F17,HCOP,3
OR4P4,OR4P4,HCOP,3
OR4S2,OR4S2,HCOP,3
OR4X18,OR4X2,HCOP,3
OR51H1,OR51H1,HCOP,3
OR51V14,OR51V1,HCOP,3
OR51V8,OR51V1,HCOP,3
OR52N1,OR52N1,HCOP,3
OR5AC16,OR5AC1,HCOP,3
OR5AL6,OR5AL1,HCOP,3
OR5B105,OR5B3,HCOP,3
OR5B94,OR5B3,HCOP,3
OR5B95,OR5B3,HCOP,3
OR5D35,OR5D18,HCOP,3
OR5H22,OR5H14,HCOP,3
OR5P66,OR5P2,HCOP,3
OR5P69,OR5P2,HCOP,3
OR5P70,OR5P2,HCOP,3
OR5P73,OR5P2,HCOP,3
OR5T15,OR5T2,HCOP,3
OR5W12,OR5W2,HCOP,3
OR5W17,OR5W2,HCOP,3
OR6C3B,OR6C3,HCOP,3
OR6C6B,OR6C6,HCOP,3
OR7E176,OR7E24,HCOP,3
OR7G16,OR7G2,HCOP,3
OR7G17,OR7G1,HCOP,3
OR7G20,OR7G2,HCOP,3
OR7G22,OR7G2,HCOP,3
OR7G28,OR7G1,HCOP,3
OR7G29,OR7G1,HCOP,3
OR7G32,OR7G2,HCOP,3
OR8G17,OR8G1,HCOP,3
OR8G18,OR8G5,HCOP,3
OR8G19,OR8G1,HCOP,3
OR8G26,OR8G5,HCOP,3
OR8G28,OR8G5,HCOP,3
OR8G30,OR8G5,HCOP,3
OR8K27,OR8K3,HCOP,3
OR8K28,OR8K3,HCOP,3
OR8K33,OR8K3,HCOP,3
OR8K35,OR8K3,HCOP,3
OR8K37,OR8K3,HCOP,3
OR8K39,OR8K3,HCOP,3
OR8K41,OR8K3,HCOP,3
OR8S16,OR8S1,HCOP,3
PACRGL,PACRGL,HCOP,3
PCDHA10,PCDHA10,HCOP,3
PCDHB21,PCDHB11,HCOP,3
PHGR1,PHGR1,HCOP,3
PMIS2,PMIS2,HCOP,3
PNMA6E,PNMA6E,HCOP,3
PPP2R3D,PPP2R3B,HCOP,3
PRAMEL11,PRAMEF1,HCOP,3
PRAMEL12,PRAMEF1,HCOP,3
PRAMEL15,PRAMEF1,HCOP,3
PRAMEL18,PRAMEF1,HCOP,3
PRAMEL19,PRAMEF1,HCOP,3
PRAMEL24,PRAMEF1,HCOP,3
PRAMEL26,PRAMEF1,HCOP,3
PRAMEL27,PRAMEF1,HCOP,3
PRAMEL28,PRAMEF1,HCOP,3
PRAMEL30,PRAMEF1,HCOP,3
PRAMEL32,PRAMEF1,HCOP,3
PRAMEL40,PRAMEF1,HCOP,3
PRAMEL49,PRAMEF10,HCOP,3
PRAMEL55,PRAMEF1,HCOP,3
PRAMEL6,PRAMEF1,HCOP,3
PRAMEL7,PRAMEF1,HCOP,3
PRB1A,PRB2,HCOP,3
PRL2C3,PRL,HCOP,3
PRL3A1,PRL,HCOP,3
PRL3B1,PRL,HCOP,3
PRL3D1,PRL,HCOP,3
PRL3D2,PRL,HCOP,3
PRL3D3,PRL,HCOP,3
PRL8A8,PRL,HCOP,3
PRM1,PRM1,HCOP,3
PRR23A4,PRR23A,HCOP,3
PRSS46,PRSS46P,HCOP,3
PSG27,CEACAM21,HCOP,3
PWWP4A,PWWP4,HCOP,3
PWWP4C,PWWP4,HCOP,3
PWWP4D,PWWP4,HCOP,3
RDH16F1,RDH16,HCOP,3
REG3D,REG3A,HCOP,3
REX2,ZNF611,HCOP,3
RNF138RT1,RNF138,HCOP,3
RPL10-PS3,RPL10,HCOP,3
RPL39L,RPL39L,HCOP,3
RPLP2-PS1,RPLP2,HCOP,3
RPS18-PS6,RPS18,HCOP,3
RTL8C,RTL8A,HCOP,3
S100A2,S100A2,HCOP,3
S2BPCOX16,SYNJ2BP-COX16,HCOP,3
SAA3,SAA1,HCOP,3
SCART1,SCART1,HCOP,3
SEMG1,SEMG1,HCOP,3
SEMP2L2A,SENP2,HCOP,3
SEMP2L2B,SENP2,HCOP,3
SERPINA1F,SERPINA2,HCOP,3
SLFN1,SLFN12,HCOP,3
SLURP2,SLURP2,HCOP,3
SLX,SYCP3,HCOP,3
SMCP,SMCP,HCOP,3
SMIM45,SMIM45,HCOP,3
SPACA7B,SPACA7,HCOP,3
SPACDR,TSC22D4,HCOP,3
SPATA31E1,SPATA31E1,HCOP,3
